neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
Central Region,Bukit Merah,1.27517,103.83639,2.0,160,2.639057329615259,0.0,0.0,0.0
Central Region,Geylang,1.30767,103.88146,1.0,81,1.0986122886681096,0.0,0.0,0.0
Central Region,Outram,1.28376,103.83965,1.0,93,1.6094379124341003,1.3862943611198906,0.08617769624105233,0.4301369863013699
Central Region,Kallang,1.30886,103.86363,1.0,50,3.044522437723423,0.6931471805599453,0.019802627296179712,0.9917808219178083
Central Region,Kallang,1.30854,103.86291,1.0,36,2.9444389791664403,1.6094379124341003,0.11332868530700317,0.9698630136986301
Central Region,Geylang,1.31226,103.88312,1.0,139,0.6931471805599453,0.0,0.0,0.0
Central Region,Outram,1.28343,103.84512,2.0,115,1.6094379124341003,3.8066624897703196,0.6418538861723948,0.18904109589041096
Central Region,Bukit Merah,1.28718,103.8262,1.0,85,0.6931471805599453,0.0,0.0,0.0
East Region,Tampines,1.34764,103.94037,1.0,200,0.6931471805599453,0.0,0.0,1.0
Central Region,Downtown Core,1.27988,103.85065,2.0,268,1.0986122886681096,3.5553480614894135,0.5187937934151676,0.10410958904109589
Central Region,Rochor,1.30233,103.84643,1.0,100,1.0986122886681096,3.4339872044851463,0.5128236264286637,0.0
Central Region,Tanglin,1.29432,103.82612,2.0,151,0.6931471805599453,2.9444389791664403,0.33647223662121295,1.0
Central Region,Bukit Timah,1.31887,103.77462,1.0,50,1.3862943611198906,0.6931471805599453,0.019802627296179712,0.0
Central Region,Downtown Core,1.27946,103.85592,2.0,268,1.0986122886681096,3.1354942159291497,0.3576744442718159,0.10410958904109589
Central Region,Geylang,1.31496,103.88691,2.0,94,1.6094379124341003,3.4339872044851463,0.4700036292457356,0.08767123287671233
Central Region,Geylang,1.3143,103.88604,2.0,99,1.791759469228055,2.8903717578961645,0.29266961396282,0.14246575342465753
Central Region,Outram,1.28898,103.83944,1.0,28,0.6931471805599453,0.0,0.0,0.0
Central Region,Geylang,1.31536,103.88574,2.0,85,1.791759469228055,4.143134726391533,0.8020015854720274,0.1178082191780822
Central Region,Bukit Merah,1.28411,103.83254,2.0,132,1.0986122886681096,2.302585092994046,0.16551443847757338,0.8
Central Region,Kallang,1.3123,103.86255,1.0,37,3.367295829986474,0.6931471805599453,0.06765864847381481,0.9068493150684932
Central Region,Downtown Core,1.27967,103.85539,2.0,268,1.0986122886681096,3.912023005428146,0.6780335427498971,0.10410958904109589
Central Region,Novena,1.32402,103.85313,1.0,75,1.791759469228055,2.0794415416798357,0.13976194237515868,0.005479452054794521
Central Region,Geylang,1.3148,103.88593,2.0,90,2.70805020110221,2.833213344056216,0.4762341789963716,0.24657534246575344
Central Region,Novena,1.32618,103.85394,2.0,235,1.6094379124341003,2.5649493574615367,0.30010459245033805,0.7534246575342466
Central Region,Geylang,1.31417,103.88224,1.0,44,2.9444389791664403,0.0,0.0,0.9671232876712329
Central Region,Bukit Timah,1.31509,103.80398,2.0,200,1.0986122886681096,2.772588722239781,0.26236426446749106,0.0
Central Region,Queenstown,1.28618,103.79122,1.0,50,1.6094379124341003,0.6931471805599453,0.019802627296179712,0.0
Central Region,Bukit Merah,1.27173,103.82232,0.0,43,2.3978952727983707,0.0,0.0,0.0
Central Region,Rochor,1.30331,103.84848,1.0,75,1.791759469228055,1.3862943611198906,0.058268908123975775,0.0
Central Region,Geylang,1.31405,103.88619,2.0,94,0.6931471805599453,3.4011973816621555,0.4700036292457356,0.23013698630136986
Central Region,Geylang,1.314,103.88576,2.0,90,1.6094379124341003,2.9444389791664403,0.32208349916911333,0.17534246575342466
Central Region,Downtown Core,1.27516,103.8453,2.0,140,3.044522437723423,1.6094379124341003,0.07696104113612832,0.0
Central Region,Bukit Merah,1.28305,103.82722,2.0,129,1.0986122886681096,3.258096538021482,0.412109650826833,0.0
Central Region,Geylang,1.31382,103.88744,2.0,219,1.6094379124341003,1.791759469228055,0.09531017980432487,0.2273972602739726
Central Region,Queenstown,1.30623,103.78258,2.0,181,1.0986122886681096,2.302585092994046,0.2151113796169455,0.0
Central Region,Bukit Merah,1.27242,103.80923,1.0,75,0.6931471805599453,3.6375861597263857,0.7561219797213337,0.873972602739726
Central Region,Queenstown,1.30798,103.78604,2.0,181,1.3862943611198906,3.258096538021482,0.4054651081081644,0.0
Central Region,Kallang,1.31791,103.85083,2.0,131,1.6094379124341003,2.70805020110221,0.2468600779315258,0.0
Central Region,Geylang,1.31575,103.88392,1.0,58,1.0986122886681096,3.7612001156935624,0.7275486072772778,0.0
Central Region,Geylang,1.31553,103.8909,1.0,78,0.6931471805599453,1.791759469228055,0.09531017980432487,0.0
Central Region,Bukit Merah,1.28283,103.83109,1.0,99,1.0986122886681096,0.6931471805599453,0.019802627296179712,0.0
North Region,Woodlands,1.43537,103.77406,1.0,60,0.6931471805599453,0.6931471805599453,0.07696104113612832,0.9945205479452055
West Region,Bukit Panjang,1.36949,103.76564,1.0,44,0.6931471805599453,3.044522437723423,0.33647223662121295,0.5287671232876713
Central Region,Bukit Merah,1.27876,103.82701,1.0,75,0.6931471805599453,1.9459101490553132,0.11332868530700317,0.0
Central Region,Bukit Merah,1.28084,103.82894,1.0,51,0.6931471805599453,0.6931471805599453,0.019802627296179712,0.0
Central Region,Tanglin,1.29407,103.8284,1.0,200,0.6931471805599453,0.0,0.0,0.9972602739726028
Central Region,Rochor,1.30649,103.84785,2.0,137,1.3862943611198906,1.6094379124341003,0.07696104113612832,0.6657534246575343
Central Region,Bukit Merah,1.28273,103.83349,2.0,139,0.6931471805599453,2.639057329615259,0.23111172096338664,0.6027397260273972
Central Region,Bukit Merah,1.28446,103.83441,2.0,153,0.6931471805599453,1.9459101490553132,0.11332868530700317,0.5698630136986301
East Region,Bedok,1.31441,103.9127,1.0,90,1.3862943611198906,1.6094379124341003,0.07696104113612832,0.9945205479452055
North-East Region,Punggol,1.41061,103.90128,2.0,135,0.6931471805599453,1.0986122886681096,0.039220713153281295,0.0
West Region,Jurong West,1.34207,103.71739,0.0,69,1.0986122886681096,1.0986122886681096,0.039220713153281295,0.0
North-East Region,Serangoon,1.3528,103.86583,2.0,110,1.0986122886681096,1.3862943611198906,0.058268908123975775,0.0
North-East Region,Ang Mo Kio,1.38496,103.84138,2.0,99,1.791759469228055,1.791759469228055,0.09531017980432487,0.6547945205479452
Central Region,Tanglin,1.29374,103.82439,1.0,65,0.6931471805599453,0.0,0.0,0.0
Central Region,Downtown Core,1.27383,103.84634,2.0,189,2.772588722239781,0.6931471805599453,0.019802627296179712,0.4931506849315069
Central Region,Geylang,1.31427,103.90594,1.0,69,1.791759469228055,0.0,0.0,0.23287671232876714
Central Region,Geylang,1.31569,103.88784,2.0,100,0.6931471805599453,3.091042453358316,0.36464311358790924,0.23013698630136986
Central Region,Geylang,1.31306,103.89173,1.0,69,0.6931471805599453,0.6931471805599453,0.019802627296179712,0.0
Central Region,Bukit Merah,1.28539,103.83356,2.0,139,0.6931471805599453,3.5553480614894135,0.5187937934151676,0.8301369863013699
North Region,Woodlands,1.44013,103.79117,1.0,190,1.0986122886681096,0.0,0.0,0.9945205479452055
Central Region,Novena,1.32214,103.84917,2.0,200,1.791759469228055,3.8501476017100584,0.6678293725756554,0.9178082191780822
West Region,Jurong West,1.3426,103.71501,1.0,51,2.0794415416798357,3.367295829986474,0.4824261492442927,0.8191780821917808
East Region,Pasir Ris,1.37835,103.95465,1.0,187,0.6931471805599453,0.0,0.0,0.0
East Region,Bedok,1.32101,103.9255,2.0,151,1.3862943611198906,1.6094379124341003,0.07696104113612832,0.0
Central Region,Geylang,1.31481,103.88701,2.0,87,0.6931471805599453,4.0943445622221,0.7793248768009976,0.1917808219178082
Central Region,Kallang,1.30934,103.86337,1.0,69,1.791759469228055,0.0,0.0,0.0
Central Region,Geylang,1.30661,103.88659,2.0,190,1.3862943611198906,0.0,0.0,0.0
Central Region,Geylang,1.31489,103.88798,2.0,181,1.791759469228055,3.8501476017100584,0.6523251860396903,0.09863013698630137
Central Region,River Valley,1.29484,103.83859,2.0,128,0.6931471805599453,3.8501476017100584,0.7275486072772778,0.9397260273972603
North-East Region,Ang Mo Kio,1.39037,103.83532,2.0,169,1.3862943611198906,4.0943445622221,0.7884573603642702,0.0
North-East Region,Sengkang,1.38404,103.89558,1.0,40,1.3862943611198906,1.791759469228055,0.09531017980432487,0.0
North-East Region,Serangoon,1.35419,103.87758,1.0,79,1.0986122886681096,0.6931471805599453,0.019802627296179712,0.0
West Region,Clementi,1.30631,103.76292,1.0,60,0.6931471805599453,0.0,0.0,0.0
West Region,Bukit Batok,1.3549,103.75239,1.0,79,1.3862943611198906,0.6931471805599453,0.019802627296179712,0.0
Central Region,Geylang,1.31498,103.88587,1.0,44,0.6931471805599453,0.0,0.0,0.0
Central Region,Geylang,1.31339,103.88609,2.0,89,1.6094379124341003,3.332204510175204,0.4382549309311553,0.21095890410958903
Central Region,Kallang,1.31099,103.85652,2.0,150,0.6931471805599453,0.0,0.0,0.0
Central Region,River Valley,1.29795,103.83012,1.0,75,2.3978952727983707,2.639057329615259,0.23111172096338664,0.8904109589041096
Central Region,Newton,1.3055,103.84008,2.0,129,1.3862943611198906,4.189654742026425,0.9360933591703348,0.36164383561643837
Central Region,Geylang,1.31245,103.87858,1.0,49,0.6931471805599453,1.3862943611198906,0.058268908123975775,0.0
Central Region,Geylang,1.31443,103.90604,1.0,60,1.3862943611198906,1.791759469228055,0.11332868530700317,0.989041095890411
Central Region,Geylang,1.31544,103.88674,2.0,119,2.0794415416798357,1.9459101490553132,0.12221763272424921,0.23835616438356164
East Region,Bedok,1.32796,103.92311,0.0,81,0.6931471805599453,0.0,0.0,0.9945205479452055
Central Region,River Valley,1.29611,103.84064,2.0,119,1.6094379124341003,4.060443010546419,0.7654678421395714,0.1589041095890411
East Region,Bedok,1.33734,103.92298,2.0,144,1.3862943611198906,3.1354942159291497,0.3784364357202451,0.4684931506849315
Central Region,Novena,1.32795,103.84354,2.0,358,2.0794415416798357,2.4849066497880004,0.2151113796169455,0.7534246575342466
Central Region,Geylang,1.31373,103.88803,2.0,119,3.044522437723423,2.5649493574615367,0.2151113796169455,0.24383561643835616
Central Region,Rochor,1.30298,103.85774,1.0,90,0.6931471805599453,1.3862943611198906,0.11332868530700317,0.6383561643835617
North Region,Woodlands,1.43605,103.79861,1.0,50,0.6931471805599453,0.0,0.0,0.0
Central Region,Kallang,1.30702,103.86212,1.0,40,2.9444389791664403,0.6931471805599453,0.0295588022415444,0.9835616438356164
Central Region,Novena,1.32761,103.84858,1.0,219,0.6931471805599453,0.0,0.0,1.0
Central Region,Geylang,1.31381,103.88682,2.0,85,1.6094379124341003,4.174387269895637,0.8501509293696101,0.1780821917808219
Central Region,Geylang,1.31551,103.88613,2.0,94,1.9459101490553132,3.1354942159291497,0.3784364357202451,0.20821917808219179
North Region,Yishun,1.41016,103.84466,1.0,187,0.6931471805599453,1.791759469228055,0.11332868530700317,0.9506849315068493
Central Region,Kallang,1.30726,103.86185,1.0,40,2.9444389791664403,1.3862943611198906,0.058268908123975775,0.9863013698630138
Central Region,Tanglin,1.29325,103.82334,1.0,85,1.0986122886681096,2.4849066497880004,0.22314355131420976,0.6301369863013698
Central Region,Kallang,1.29922,103.86215,2.0,150,1.0986122886681096,2.70805020110221,0.2546422183735807,0.0
North-East Region,Sengkang,1.38424,103.89553,1.0,81,1.6094379124341003,3.258096538021482,0.41871033485818504,0.28493150684931506
West Region,Jurong West,1.34036,103.68779,1.0,40,1.0986122886681096,2.302585092994046,0.173953307123438,0.7424657534246576
North-East Region,Hougang,1.37821,103.90257,2.0,140,0.6931471805599453,0.0,0.0,0.0
Central Region,Geylang,1.31228,103.8761,1.0,44,0.6931471805599453,3.295836866004329,0.7701082216960736,0.4904109589041096
Central Region,Geylang,1.31083,103.88456,2.0,194,3.9318256327243257,1.0986122886681096,0.039220713153281295,1.0
Central Region,River Valley,1.29667,103.83883,2.0,119,1.9459101490553132,3.713572066704308,0.5933268452777344,0.20821917808219179
West Region,Jurong West,1.33903,103.68782,1.0,37,1.6094379124341003,1.6094379124341003,0.07696104113612832,0.547945205479452
Central Region,Bukit Timah,1.31743,103.77955,1.0,85,1.3862943611198906,4.04305126783455,0.7747271675523681,0.7397260273972602
Central Region,Tanglin,1.31236,103.82572,2.0,219,1.3862943611198906,1.0986122886681096,0.039220713153281295,0.0
Central Region,Downtown Core,1.27866,103.8549,1.0,344,0.6931471805599453,0.0,0.0,0.0
Central Region,Novena,1.32381,103.85526,2.0,144,0.6931471805599453,0.0,0.0,0.0
North-East Region,Punggol,1.40029,103.90401,1.0,44,0.6931471805599453,0.6931471805599453,0.5822156198526637,1.0
Central Region,Bukit Merah,1.27439,103.84083,1.0,200,0.6931471805599453,3.367295829986474,0.4510756193602167,0.9972602739726028
Central Region,Kallang,1.32741,103.86411,1.0,51,1.0986122886681096,3.1354942159291497,0.37156355643248307,0.0
Central Region,River Valley,1.29506,103.83996,2.0,119,1.9459101490553132,3.6635616461296463,0.5766133643039938,0.16712328767123288
North Region,Sembawang,1.4401,103.82477,1.0,53,1.9459101490553132,0.6931471805599453,0.019802627296179712,0.9972602739726028
Central Region,Geylang,1.31186,103.88136,1.0,69,0.6931471805599453,2.3978952727983707,0.18232155679395462,0.9917808219178083
Central Region,Geylang,1.31138,103.88157,1.0,69,0.6931471805599453,3.295836866004329,0.4252677354043441,0.9808219178082191
Central Region,Geylang,1.31153,103.88267,1.0,69,0.6931471805599453,2.772588722239781,0.27002713721306015,1.0
Central Region,Bishan,1.35941,103.82834,0.0,26,0.6931471805599453,0.0,0.0,0.0
West Region,Jurong West,1.34509,103.71449,1.0,39,4.110873864173311,1.6094379124341003,0.09531017980432487,0.9287671232876712
East Region,Bedok,1.31298,103.93932,2.0,269,0.6931471805599453,0.0,0.0,0.0
Central Region,Geylang,1.3155,103.88591,2.0,90,0.6931471805599453,3.7612001156935624,0.6205764877251099,0.20821917808219179
Central Region,Kallang,1.30838,103.86142,1.0,40,2.9444389791664403,1.3862943611198906,0.058268908123975775,0.9835616438356164
Central Region,River Valley,1.29614,103.83967,2.0,119,1.791759469228055,3.367295829986474,0.4574248470388754,0.1917808219178082
Central Region,Newton,1.30521,103.84253,2.0,194,1.3862943611198906,2.3978952727983707,0.1906203596086497,0.0
Central Region,Geylang,1.31359,103.88794,2.0,181,1.791759469228055,3.8712010109078907,0.6981347220709844,0.19726027397260273
East Region,Bedok,1.31593,103.90714,1.0,51,1.791759469228055,1.6094379124341003,0.07696104113612832,0.7424657534246576
Central Region,Marine Parade,1.30847,103.90394,2.0,83,0.6931471805599453,0.0,0.0,0.0
Central Region,Novena,1.32445,103.85397,2.0,228,1.3862943611198906,1.9459101490553132,0.11332868530700317,0.04657534246575343
Central Region,Novena,1.3277,103.84428,2.0,300,3.4339872044851463,2.0794415416798357,0.13976194237515868,1.0
Central Region,Marine Parade,1.30678,103.90351,1.0,75,1.791759469228055,1.6094379124341003,0.07696104113612832,0.9945205479452055
Central Region,Geylang,1.31421,103.88753,2.0,99,1.6094379124341003,3.091042453358316,0.4510756193602167,0.336986301369863
Central Region,Geylang,1.31479,103.88627,2.0,94,0.6931471805599453,3.2188758248682006,0.5128236264286637,0.19726027397260273
Central Region,Rochor,1.30224,103.84572,2.0,100,1.9459101490553132,2.8903717578961645,0.5933268452777344,0.0027397260273972603
Central Region,Bukit Merah,1.28344,103.83308,1.0,81,0.6931471805599453,0.0,0.0,0.0
Central Region,Kallang,1.30854,103.86407,1.0,44,2.9444389791664403,1.0986122886681096,0.058268908123975775,0.9835616438356164
Central Region,Novena,1.32419,103.851,2.0,231,1.6094379124341003,1.9459101490553132,0.13976194237515868,0.6958904109589041
West Region,Choa Chu Kang,1.38008,103.76074,2.0,218,1.0986122886681096,3.828641396489095,0.6626879730752367,0.0
Central Region,Kallang,1.30852,103.86173,1.0,40,2.9444389791664403,1.0986122886681096,0.039220713153281295,0.9835616438356164
West Region,Jurong East,1.34193,103.73584,0.0,50,0.6931471805599453,0.6931471805599453,0.0295588022415444,0.9917808219178083
Central Region,Rochor,1.30262,103.84836,1.0,119,0.6931471805599453,0.0,0.0,0.0
Central Region,Kallang,1.30668,103.86207,1.0,37,2.9444389791664403,2.1972245773362196,0.16551443847757338,0.9835616438356164
North Region,Yishun,1.41633,103.84611,1.0,94,1.0986122886681096,2.772588722239781,0.2776317365982795,1.0
Central Region,Kallang,1.30787,103.86331,1.0,39,2.9444389791664403,1.3862943611198906,0.058268908123975775,0.9863013698630138
East Region,Bedok,1.31952,103.91476,2.0,200,1.0986122886681096,3.4339872044851463,0.5481214085096876,0.989041095890411
Central Region,Downtown Core,1.28103,103.85279,2.0,268,1.0986122886681096,3.6888794541139363,0.5877866649021191,0.10410958904109589
Central Region,Bukit Timah,1.31587,103.78891,2.0,135,1.3862943611198906,3.6635616461296463,0.6043159668533296,0.821917808219178
Central Region,Geylang,1.31583,103.88886,1.0,50,1.3862943611198906,0.6931471805599453,0.039220713153281295,0.0
Central Region,Bukit Timah,1.32118,103.80424,1.0,81,1.0986122886681096,3.8918202981106265,0.688134638736401,0.1863013698630137
Central Region,Bukit Timah,1.31504,103.80376,2.0,249,1.0986122886681096,1.9459101490553132,0.12221763272424921,0.0
East Region,Tampines,1.35757,103.93795,1.0,53,0.6931471805599453,0.0,0.0,0.0
East Region,Bedok,1.31724,103.91256,1.0,131,1.3862943611198906,2.0794415416798357,0.14842000511827327,0.8246575342465754
East Region,Bedok,1.31743,103.91382,1.0,131,1.3862943611198906,0.0,0.0,0.9424657534246575
East Region,Bedok,1.3185,103.91248,1.0,90,1.3862943611198906,1.3862943611198906,0.09531017980432487,0.6931506849315069
East Region,Bedok,1.3172,103.9139,1.0,100,1.3862943611198906,1.0986122886681096,0.11332868530700317,0.6547945205479452
East Region,Bedok,1.31857,103.91291,1.0,100,1.3862943611198906,1.6094379124341003,0.09531017980432487,0.9342465753424658
East Region,Bedok,1.31722,103.9128,1.0,100,1.3862943611198906,1.791759469228055,0.11332868530700317,0.9397260273972603
East Region,Bedok,1.3168,103.91281,1.0,100,1.3862943611198906,1.3862943611198906,0.06765864847381481,0.8547945205479452
East Region,Bedok,1.31744,103.91363,1.0,100,1.3862943611198906,2.1972245773362196,0.15700374880966475,0.9232876712328767
West Region,Jurong East,1.33854,103.73746,1.0,35,1.791759469228055,2.70805020110221,0.26236426446749106,0.989041095890411
Central Region,Novena,1.32343,103.85342,2.0,300,0.6931471805599453,0.6931471805599453,0.019802627296179712,0.0
Central Region,River Valley,1.29666,103.83975,2.0,131,3.4339872044851463,3.5263605246161616,0.5247285289349821,0.9068493150684932
Central Region,Bukit Merah,1.28227,103.8258,1.0,81,1.9459101490553132,0.0,0.0,0.0
Central Region,Queenstown,1.30574,103.80105,1.0,58,0.6931471805599453,1.3862943611198906,0.06765864847381481,0.9068493150684932
Central Region,Novena,1.3404,103.82685,1.0,89,1.3862943611198906,3.367295829986474,0.48858001481867097,0.9589041095890412
Central Region,Geylang,1.31249,103.88328,2.0,140,3.4339872044851463,2.1972245773362196,0.15700374880966475,0.0
Central Region,Geylang,1.31447,103.88143,2.0,160,3.4339872044851463,1.0986122886681096,0.039220713153281295,0.0
Central Region,Geylang,1.31253,103.88268,2.0,181,3.4339872044851463,1.3862943611198906,0.058268908123975775,0.0
Central Region,Downtown Core,1.27509,103.84483,2.0,190,3.4339872044851463,2.302585092994046,0.173953307123438,0.0
Central Region,Rochor,1.30174,103.85389,1.0,83,0.6931471805599453,0.6931471805599453,0.0295588022415444,0.0
Central Region,Downtown Core,1.27341,103.84485,2.0,210,3.4339872044851463,1.791759469228055,0.10436001532424277,0.0
Central Region,Downtown Core,1.27534,103.84711,2.0,260,3.4339872044851463,2.995732273553991,0.33647223662121295,0.0
Central Region,Geylang,1.30737,103.8885,2.0,175,1.9459101490553132,0.6931471805599453,0.019802627296179712,0.0
Central Region,Downtown Core,1.28031,103.85144,1.0,85,4.110873864173311,0.6931471805599453,0.019802627296179712,0.9972602739726028
Central Region,Downtown Core,1.28042,103.85198,2.0,119,4.110873864173311,0.0,0.0,1.0
Central Region,Geylang,1.31386,103.88666,2.0,92,1.6094379124341003,4.060443010546419,0.7839015438284094,0.09863013698630137
Central Region,Rochor,1.30339,103.84884,0.0,33,0.6931471805599453,2.9444389791664403,0.32208349916911333,0.9452054794520548
Central Region,Rochor,1.30475,103.84962,0.0,33,0.6931471805599453,1.3862943611198906,0.07696104113612832,0.9643835616438357
Central Region,Rochor,1.30509,103.84896,0.0,31,0.6931471805599453,3.6635616461296463,0.5877866649021191,0.9506849315068493
Central Region,Rochor,1.30573,103.84885,0.0,131,0.6931471805599453,3.258096538021482,0.4382549309311553,0.9534246575342465
Central Region,Bukit Merah,1.2666,103.81597,1.0,100,0.6931471805599453,0.0,0.0,0.0
Central Region,Outram,1.28435,103.84352,2.0,200,0.6931471805599453,0.0,0.0,0.0
Central Region,Downtown Core,1.28181,103.85291,2.0,151,4.110873864173311,0.0,0.0,1.0
East Region,Bedok,1.3109,103.91154,1.0,150,1.0986122886681096,0.0,0.0,0.0
Central Region,Orchard,1.30021,103.83589,1.0,119,1.791759469228055,0.6931471805599453,0.019802627296179712,0.0
Central Region,Kallang,1.3075,103.86267,1.0,100,0.6931471805599453,0.0,0.0,0.0
Central Region,Bukit Timah,1.31855,103.77496,1.0,150,0.6931471805599453,1.791759469228055,0.09531017980432487,0.0
Central Region,River Valley,1.29478,103.83901,2.0,119,1.791759469228055,3.1354942159291497,0.3784364357202451,0.1315068493150685
Central Region,Rochor,1.30387,103.84695,2.0,100,1.791759469228055,2.833213344056216,0.36464311358790924,0.021917808219178082
Central Region,Downtown Core,1.27399,103.84649,1.0,150,1.0986122886681096,0.0,0.0,0.0
Central Region,Geylang,1.31138,103.89888,2.0,210,0.6931471805599453,0.0,0.0,0.0
Central Region,Geylang,1.31136,103.88151,1.0,60,0.6931471805599453,4.07753744390572,0.7975071958841881,0.9753424657534246
Central Region,Geylang,1.31152,103.88109,1.0,60,0.6931471805599453,2.4849066497880004,0.20701416938432615,0.9698630136986301
Central Region,Geylang,1.31108,103.8833,1.0,69,0.6931471805599453,1.9459101490553132,0.12221763272424921,1.0
Central Region,Rochor,1.30385,103.85095,0.0,33,0.6931471805599453,1.9459101490553132,0.13976194237515868,0.9780821917808219
Central Region,Rochor,1.30526,103.8495,1.0,79,0.6931471805599453,2.1972245773362196,0.15700374880966475,0.9287671232876712
Central Region,Rochor,1.30412,103.84905,0.0,36,0.6931471805599453,2.0794415416798357,0.13976194237515868,0.9808219178082191
North-East Region,Sengkang,1.3878,103.88783,2.0,100,1.0986122886681096,3.2188758248682006,0.41871033485818504,0.0
Central Region,Rochor,1.30397,103.84928,0.0,31,0.6931471805599453,2.4849066497880004,0.22314355131420976,0.9589041095890412
Central Region,River Valley,1.29463,103.83923,1.0,100,2.0794415416798357,0.0,0.0,0.0
Central Region,Kallang,1.31714,103.85011,1.0,56,1.0986122886681096,1.0986122886681096,0.039220713153281295,0.0
Central Region,River Valley,1.29488,103.8392,2.0,110,3.044522437723423,3.4965075614664802,0.5128236264286637,0.2136986301369863
Central Region,Kallang,1.30775,103.8622,1.0,44,2.0794415416798357,0.6931471805599453,0.0295588022415444,0.9863013698630138
Central Region,Novena,1.31911,103.8464,1.0,69,1.0986122886681096,0.0,0.0,0.0
Central Region,Tanglin,1.31667,103.82595,2.0,300,2.0794415416798357,3.4657359027997265,0.5068176023684519,0.8958904109589041
North-East Region,Serangoon,1.37279,103.87369,1.0,40,1.791759469228055,2.70805020110221,0.26236426446749106,0.0
Central Region,Queenstown,1.28205,103.78507,2.0,250,1.3862943611198906,0.0,0.0,0.0
Central Region,Novena,1.32714,103.8512,2.0,150,1.3862943611198906,0.0,0.0,0.0
Central Region,Kallang,1.30857,103.86234,1.0,44,2.9444389791664403,0.6931471805599453,0.019802627296179712,0.9424657534246575
East Region,Bedok,1.34006,103.92719,2.0,125,4.110873864173311,2.639057329615259,0.2546422183735807,0.6931506849315069
Central Region,Kallang,1.31439,103.85852,1.0,50,1.791759469228055,1.3862943611198906,0.06765864847381481,0.0
North-East Region,Punggol,1.40437,103.90284,2.0,119,2.3978952727983707,0.0,0.0,0.0
Central Region,Bukit Merah,1.29213,103.81734,2.0,250,1.0986122886681096,1.0986122886681096,0.039220713153281295,0.0
Central Region,Newton,1.31662,103.83582,1.0,119,0.6931471805599453,0.0,0.0,0.6301369863013698
Central Region,Novena,1.32869,103.8474,2.0,131,3.258096538021482,2.3978952727983707,0.1906203596086497,1.0
Central Region,Bukit Merah,1.27629,103.83692,1.0,131,1.6094379124341003,3.295836866004329,0.46373401623214017,0.0
Central Region,Downtown Core,1.28051,103.85327,2.0,250,3.4339872044851463,3.4965075614664802,0.5187937934151676,0.989041095890411
Central Region,Outram,1.28289,103.84728,2.0,119,1.0986122886681096,3.5263605246161616,0.5247285289349821,0.9863013698630138
Central Region,Bukit Timah,1.3339,103.80873,1.0,69,0.6931471805599453,0.0,0.0,0.0
Central Region,Tanglin,1.2959,103.82972,2.0,208,0.6931471805599453,1.9459101490553132,0.12221763272424921,0.2767123287671233
East Region,Bedok,1.31569,103.9067,1.0,58,1.6094379124341003,0.6931471805599453,0.0295588022415444,0.9068493150684932
Central Region,Novena,1.3285,103.84524,2.0,268,3.044522437723423,2.8903717578961645,0.31481073984003355,1.0
Central Region,Novena,1.32475,103.8522,2.0,208,1.3862943611198906,1.9459101490553132,0.1310282624064041,0.9972602739726028
East Region,Tampines,1.35329,103.93195,0.0,119,0.6931471805599453,0.0,0.0,0.24383561643835616
Central Region,Tanglin,1.31491,103.80578,2.0,119,1.0986122886681096,1.6094379124341003,0.08617769624105233,0.0
Central Region,Novena,1.32235,103.85286,2.0,231,2.0794415416798357,1.9459101490553132,0.2151113796169455,0.7041095890410959
Central Region,Novena,1.32427,103.85103,2.0,218,2.1972245773362196,1.9459101490553132,0.12221763272424921,1.0
Central Region,Kallang,1.2962,103.86954,1.0,72,0.6931471805599453,0.0,0.0,0.0
Central Region,Outram,1.28476,103.84589,0.0,28,0.6931471805599453,1.9459101490553132,0.14842000511827327,0.9945205479452055
Central Region,Outram,1.28365,103.84637,0.0,32,0.6931471805599453,2.772588722239781,0.29266961396282,0.9863013698630138
Central Region,Geylang,1.31241,103.88686,2.0,308,3.4339872044851463,0.6931471805599453,0.058268908123975775,0.4054794520547945
Central Region,Outram,1.27757,103.84141,2.0,250,0.6931471805599453,0.0,0.0,0.0
Central Region,Outram,1.28285,103.8445,0.0,28,0.6931471805599453,3.5553480614894135,0.5538851132264376,0.9972602739726028
Central Region,Outram,1.2842,103.84444,0.0,32,0.6931471805599453,2.995732273553991,0.3435897043900769,0.9753424657534246
Central Region,Downtown Core,1.27686,103.84835,1.0,158,0.6931471805599453,0.0,0.0,0.0
Central Region,Queenstown,1.30652,103.79449,1.0,75,0.6931471805599453,2.1972245773362196,0.15700374880966475,0.3506849315068493
Central Region,Downtown Core,1.28027,103.85072,2.0,208,1.6094379124341003,2.302585092994046,0.18232155679395462,0.9863013698630138
Central Region,Downtown Core,1.28028,103.85331,2.0,228,1.6094379124341003,2.3978952727983707,0.1906203596086497,0.9863013698630138
North-East Region,Ang Mo Kio,1.39021,103.85452,1.0,278,0.6931471805599453,0.0,0.0,1.0
West Region,Choa Chu Kang,1.38153,103.75944,2.0,169,1.0986122886681096,3.091042453358316,0.4252677354043441,0.0
Central Region,Tanglin,1.29417,103.82827,2.0,151,1.3862943611198906,2.70805020110221,0.2851789422336624,1.0
Central Region,Marine Parade,1.30478,103.90485,2.0,258,1.0986122886681096,0.6931471805599453,0.6931471805599453,0.23013698630136986
