neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
Central Region,Geylang,1.3103,103.88191,1.0,60,0.6931471805599453,3.58351893845611,0.48858001481867097,0.9589041095890412
Central Region,River Valley,1.29435,103.83551,1.0,125,0.6931471805599453,0.6931471805599453,0.019802627296179712,0.0
Central Region,Queenstown,1.30505,103.79822,1.0,82,1.6094379124341003,1.3862943611198906,0.07696104113612832,1.0
East Region,Bedok,1.33199,103.94126,2.0,150,3.4339872044851463,0.0,0.0,0.0
Central Region,Toa Payoh,1.3293,103.85402,1.0,50,0.6931471805599453,0.0,0.0,0.0
Central Region,Geylang,1.31553,103.88662,2.0,181,1.791759469228055,4.143134726391533,0.7747271675523681,0.09315068493150686
Central Region,Rochor,1.30722,103.85733,0.0,37,0.6931471805599453,0.0,0.0,0.0
Central Region,Kallang,1.31408,103.854,1.0,92,0.6931471805599453,2.1972245773362196,0.13976194237515868,0.7287671232876712
North-East Region,Ang Mo Kio,1.37043,103.83038,1.0,37,3.4011973816621555,1.3862943611198906,0.11332868530700317,0.9972602739726028
Central Region,Rochor,1.30147,103.84732,2.0,100,1.791759469228055,0.6931471805599453,0.019802627296179712,0.0
West Region,Clementi,1.30438,103.76162,1.0,229,1.3862943611198906,0.0,0.0,0.0
Central Region,Bukit Merah,1.27546,103.84014,2.0,158,1.9459101490553132,1.3862943611198906,0.058268908123975775,0.9945205479452055
West Region,Choa Chu Kang,1.38088,103.75983,2.0,160,1.0986122886681096,1.6094379124341003,0.06765864847381481,0.0
Central Region,Kallang,1.31403,103.84667,1.0,60,0.6931471805599453,1.3862943611198906,0.04879016416943201,0.0
Central Region,Novena,1.31977,103.85305,2.0,300,2.0794415416798357,3.258096538021482,0.37156355643248307,0.7534246575342466
Central Region,Tanglin,1.29611,103.82991,1.0,69,3.091042453358316,2.833213344056216,0.2776317365982795,0.3863013698630137
Central Region,Bukit Merah,1.28257,103.83125,1.0,132,1.0986122886681096,1.0986122886681096,0.039220713153281295,0.9917808219178083
Central Region,Geylang,1.31153,103.88118,1.0,60,0.6931471805599453,2.8903717578961645,0.2776317365982795,0.9506849315068493
Central Region,Geylang,1.31105,103.88313,1.0,60,0.6931471805599453,4.02535169073515,0.6931471805599453,0.936986301369863
Central Region,Novena,1.31445,103.84049,1.0,208,0.6931471805599453,0.0,0.0,0.0
Central Region,Outram,1.28095,103.84155,2.0,164,1.0986122886681096,1.791759469228055,0.11332868530700317,0.0
East Region,Bedok,1.33043,103.94814,1.0,56,1.3862943611198906,3.6888794541139363,0.5822156198526637,0.2054794520547945
East Region,Bedok,1.32873,103.94814,1.0,67,1.3862943611198906,4.04305126783455,0.7323678937132266,0.19452054794520549
Central Region,Rochor,1.30163,103.84839,2.0,137,2.0794415416798357,2.9444389791664403,0.2776317365982795,0.989041095890411
East Region,Bedok,1.30877,103.90962,2.0,90,1.0986122886681096,3.091042453358316,0.3293037471426004,0.07945205479452055
Central Region,Bishan,1.35426,103.82829,1.0,49,1.3862943611198906,4.127134385045092,0.7466879474879752,0.0
Central Region,Bukit Merah,1.27599,103.8406,2.0,158,1.9459101490553132,1.9459101490553132,0.11332868530700317,0.9315068493150686
Central Region,Novena,1.32669,103.84227,2.0,300,2.3978952727983707,3.4657359027997265,0.44468582126144574,1.0
Central Region,Geylang,1.31537,103.88546,1.0,154,0.6931471805599453,0.0,0.0,0.9972602739726028
Central Region,Outram,1.27962,103.83986,2.0,250,1.3862943611198906,3.7376696182833684,0.5596157879354227,0.1780821917808219
Central Region,Kallang,1.3151,103.8585,2.0,81,3.4011973816621555,2.302585092994046,0.15700374880966475,0.5780821917808219
Central Region,Geylang,1.3114,103.88322,1.0,60,0.6931471805599453,3.258096538021482,0.3852624007906449,0.9671232876712329
Central Region,Kallang,1.31779,103.85225,2.0,224,3.4339872044851463,2.639057329615259,0.23111172096338664,1.0
Central Region,Tanglin,1.31539,103.82758,2.0,149,2.0794415416798357,2.70805020110221,0.23901690047049992,0.0
Central Region,Rochor,1.30244,103.84733,2.0,90,1.791759469228055,2.302585092994046,0.15700374880966475,0.1506849315068493
East Region,Bedok,1.32845,103.94697,1.0,69,1.3862943611198906,3.784189633918261,0.6043159668533296,0.23013698630136986
Central Region,Novena,1.32611,103.84476,2.0,300,2.70805020110221,3.7612001156935624,0.5709795465857378,1.0
Central Region,Kallang,1.31665,103.85351,1.0,62,0.6931471805599453,0.0,0.0,0.0
Central Region,Novena,1.31489,103.84165,2.0,149,1.0986122886681096,0.6931471805599453,0.019802627296179712,0.0
Central Region,Bukit Merah,1.2856,103.82841,1.0,60,1.791759469228055,2.0794415416798357,0.12221763272424921,0.0
Central Region,Kallang,1.32815,103.86575,2.0,201,2.0794415416798357,3.258096538021482,0.3784364357202451,0.8465753424657534
Central Region,Geylang,1.31039,103.8845,2.0,75,0.6931471805599453,1.6094379124341003,0.5423242908253616,0.9835616438356164
East Region,Tampines,1.34159,103.95868,1.0,54,1.6094379124341003,3.7376696182833684,0.5596157879354227,0.1506849315068493
East Region,Tampines,1.34144,103.95809,1.0,54,1.6094379124341003,3.4011973816621555,0.43178241642553783,0.2054794520547945
Central Region,Singapore River,1.29224,103.84259,1.0,146,0.6931471805599453,0.0,0.0,0.0
Central Region,Kallang,1.32723,103.86533,1.0,208,0.6931471805599453,0.0,0.0,0.0
East Region,Bedok,1.31097,103.93814,1.0,78,1.0986122886681096,0.0,0.0,0.9945205479452055
Central Region,Kallang,1.31281,103.84826,2.0,106,0.6931471805599453,3.1354942159291497,0.3435897043900769,0.9205479452054794
Central Region,Marine Parade,1.30197,103.89935,1.0,49,1.0986122886681096,2.3978952727983707,0.4824261492442927,0.9424657534246575
Central Region,Geylang,1.31243,103.88441,2.0,90,0.6931471805599453,2.1972245773362196,0.13976194237515868,0.9671232876712329
Central Region,Geylang,1.31005,103.87613,2.0,219,0.6931471805599453,0.6931471805599453,0.019802627296179712,0.9972602739726028
North-East Region,Serangoon,1.34489,103.8724,1.0,58,1.0986122886681096,1.3862943611198906,0.04879016416943201,0.0
North Region,Yishun,1.41482,103.83226,1.0,60,2.0794415416798357,0.0,0.0,0.9972602739726028
Central Region,Bukit Merah,1.2761,103.84071,2.0,228,1.9459101490553132,1.0986122886681096,0.09531017980432487,0.9972602739726028
Central Region,Bukit Merah,1.27493,103.84029,2.0,200,1.9459101490553132,1.791759469228055,0.10436001532424277,0.9972602739726028
Central Region,Geylang,1.3291,103.88257,1.0,107,1.0986122886681096,2.0794415416798357,0.14842000511827327,0.9945205479452055
Central Region,Kallang,1.31372,103.848,2.0,131,0.6931471805599453,2.9444389791664403,0.30010459245033805,0.9397260273972603
Central Region,Kallang,1.30953,103.85958,2.0,194,0.6931471805599453,2.302585092994046,0.15700374880966475,0.9616438356164384
West Region,Jurong West,1.35162,103.70342,1.0,250,0.6931471805599453,4.007333185232471,0.688134638736401,1.0
Central Region,Bukit Timah,1.31164,103.79555,1.0,60,3.4339872044851463,2.70805020110221,0.23111172096338664,0.9835616438356164
North Region,Sembawang,1.44201,103.82403,1.0,111,1.791759469228055,1.3862943611198906,0.06765864847381481,0.9972602739726028
North-East Region,Serangoon,1.35411,103.86946,1.0,56,0.6931471805599453,0.0,0.0,0.0
North-East Region,Serangoon,1.35047,103.86374,1.0,81,0.6931471805599453,0.0,0.0,0.0
Central Region,Novena,1.32568,103.85009,2.0,250,2.1972245773362196,2.5649493574615367,0.1988508587451652,0.9972602739726028
Central Region,River Valley,1.29473,103.83885,2.0,131,1.791759469228055,3.332204510175204,0.4054651081081644,0.21095890410958903
Central Region,Novena,1.32574,103.85181,2.0,137,2.3978952727983707,1.9459101490553132,0.10436001532424277,0.9972602739726028
Central Region,Newton,1.30527,103.83424,2.0,249,1.0986122886681096,3.258096538021482,0.5653138090500605,0.5698630136986301
East Region,Bedok,1.31494,103.90681,1.0,44,1.791759469228055,2.4849066497880004,0.18232155679395462,0.9095890410958904
North-East Region,Hougang,1.36515,103.87495,1.0,118,1.0986122886681096,2.0794415416798357,0.14842000511827327,0.9945205479452055
North Region,Yishun,1.41594,103.83391,1.0,81,2.0794415416798357,0.0,0.0,0.9945205479452055
Central Region,Bukit Timah,1.31263,103.79793,0.0,61,0.6931471805599453,2.3978952727983707,0.18232155679395462,0.0
Central Region,Toa Payoh,1.3356,103.86592,0.0,300,0.6931471805599453,0.0,0.0,1.0
Central Region,Geylang,1.31208,103.88475,2.0,110,1.6094379124341003,1.3862943611198906,0.058268908123975775,0.0
Central Region,Marine Parade,1.29962,103.88732,2.0,175,1.3862943611198906,0.0,0.0,0.0
Central Region,River Valley,1.29523,103.84039,2.0,115,3.4339872044851463,2.1972245773362196,0.15700374880966475,0.2356164383561644
Central Region,Rochor,1.30258,103.84811,2.0,90,1.791759469228055,3.2188758248682006,0.3784364357202451,0.1315068493150685
Central Region,Downtown Core,1.28209,103.85191,2.0,237,1.0986122886681096,2.833213344056216,0.26236426446749106,0.0
Central Region,Kallang,1.31411,103.84805,1.0,56,1.0986122886681096,0.0,0.0,0.0
North-East Region,Sengkang,1.38777,103.89649,0.0,121,1.0986122886681096,0.0,0.0,0.2410958904109589
Central Region,River Valley,1.29638,103.83975,2.0,119,1.791759469228055,3.6375861597263857,0.5306282510621704,0.1917808219178082
Central Region,Kallang,1.31621,103.85614,1.0,49,1.791759469228055,2.833213344056216,0.29266961396282,0.13424657534246576
Central Region,Novena,1.32266,103.85221,1.0,75,0.6931471805599453,0.0,0.0,0.0
Central Region,Geylang,1.31677,103.90182,1.0,44,0.6931471805599453,1.9459101490553132,0.10436001532424277,0.0
North-East Region,Punggol,1.39798,103.91082,1.0,118,0.6931471805599453,0.0,0.0,0.0
Central Region,Novena,1.32584,103.85379,2.0,218,1.3862943611198906,3.091042453358316,0.33647223662121295,0.6958904109589041
North-East Region,Hougang,1.36278,103.87799,1.0,50,0.6931471805599453,0.0,0.0,0.0
East Region,Bedok,1.3212,103.91483,1.0,182,0.6931471805599453,0.0,0.0,0.4931506849315069
Central Region,Bishan,1.35071,103.85088,1.0,119,0.6931471805599453,0.0,0.0,0.0
Central Region,Queenstown,1.30544,103.78462,1.0,69,2.70805020110221,0.0,0.0,0.0
Central Region,Outram,1.28407,103.84385,2.0,110,1.791759469228055,3.5553480614894135,0.5068176023684519,0.3424657534246575
East Region,Pasir Ris,1.36788,103.97171,0.0,100,0.6931471805599453,0.0,0.0,0.0
Central Region,Kallang,1.31642,103.85776,2.0,112,1.0986122886681096,3.7612001156935624,0.6043159668533296,0.8712328767123287
Central Region,Rochor,1.30218,103.86036,1.0,87,0.6931471805599453,1.791759469228055,0.09531017980432487,0.0
Central Region,Rochor,1.30162,103.86022,1.0,76,0.6931471805599453,3.6888794541139363,0.5538851132264376,0.0
Central Region,Rochor,1.30223,103.86083,1.0,76,0.6931471805599453,3.1780538303479458,0.37156355643248307,0.0
West Region,Jurong West,1.34392,103.7187,1.0,81,1.6094379124341003,0.0,0.0,0.9972602739726028
Central Region,Tanglin,1.29376,103.82802,2.0,281,1.3862943611198906,2.1972245773362196,0.14842000511827327,0.0
East Region,Pasir Ris,1.37854,103.96119,2.0,189,1.6094379124341003,3.784189633918261,0.598836501088704,0.4547945205479452
North Region,Yishun,1.41621,103.84424,1.0,62,0.6931471805599453,2.4849066497880004,0.30010459245033805,0.904109589041096
Central Region,Queenstown,1.28227,103.78501,1.0,44,3.258096538021482,0.0,0.0,0.0
East Region,Bedok,1.3201,103.91476,1.0,131,1.3862943611198906,0.0,0.0,0.947945205479452
East Region,Bedok,1.31934,103.91574,1.0,90,1.3862943611198906,1.791759469228055,0.09531017980432487,0.936986301369863
Central Region,River Valley,1.29467,103.83839,2.0,119,1.9459101490553132,4.04305126783455,0.7227059828014898,0.16986301369863013
East Region,Bedok,1.3316,103.94739,2.0,250,0.6931471805599453,0.0,0.0,0.0
Central Region,Tanglin,1.29504,103.82971,1.0,58,3.091042453358316,1.9459101490553132,0.12221763272424921,0.40821917808219177
West Region,Bukit Panjang,1.36634,103.76963,1.0,110,1.0986122886681096,3.5263605246161616,0.48858001481867097,0.0
Central Region,Geylang,1.31648,103.89486,2.0,85,0.6931471805599453,4.143134726391533,0.7793248768009976,0.19726027397260273
Central Region,Geylang,1.31394,103.8866,2.0,90,1.6094379124341003,3.9512437185814275,0.6981347220709844,0.09041095890410959
Central Region,Geylang,1.31585,103.88554,2.0,110,0.6931471805599453,3.2188758248682006,0.3784364357202451,0.24383561643835616
Central Region,Geylang,1.3156,103.88776,2.0,92,1.6094379124341003,3.295836866004329,0.3987761199573678,0.2
Central Region,Geylang,1.31312,103.88663,2.0,94,2.302585092994046,3.4011973816621555,0.44468582126144574,0.1863013698630137
East Region,Bedok,1.32112,103.91641,1.0,119,1.3862943611198906,1.3862943611198906,0.058268908123975775,0.9589041095890412
Central Region,Outram,1.28563,103.845,2.0,106,2.3978952727983707,3.1354942159291497,0.35065687161316933,0.12876712328767123
Central Region,Outram,1.28362,103.84509,2.0,131,1.6094379124341003,3.2188758248682006,0.3852624007906449,0.2219178082191781
Central Region,Queenstown,1.29297,103.76953,0.0,19,1.791759469228055,1.3862943611198906,0.07696104113612832,0.9589041095890412
North-East Region,Ang Mo Kio,1.37741,103.84776,1.0,62,0.6931471805599453,1.0986122886681096,0.039220713153281295,0.0
Central Region,Novena,1.32734,103.84433,2.0,300,3.258096538021482,3.295836866004329,0.412109650826833,1.0
East Region,Bedok,1.31265,103.9366,2.0,165,1.6094379124341003,2.1972245773362196,0.14842000511827327,0.8301369863013699
Central Region,Geylang,1.3131,103.89178,1.0,60,0.6931471805599453,0.0,0.0,0.0
Central Region,River Valley,1.29568,103.84042,2.0,81,0.6931471805599453,0.0,0.0,0.0
Central Region,Bishan,1.35613,103.84983,1.0,106,0.6931471805599453,0.0,0.0,0.9917808219178083
Central Region,Bukit Timah,1.31238,103.79542,1.0,78,3.367295829986474,2.302585092994046,0.16551443847757338,0.9506849315068493
Central Region,Queenstown,1.29154,103.76891,0.0,25,1.791759469228055,1.0986122886681096,0.04879016416943201,0.0
Central Region,Outram,1.28368,103.84563,2.0,115,1.9459101490553132,3.258096538021482,0.3987761199573678,0.1643835616438356
Central Region,River Valley,1.29561,103.84035,2.0,119,1.9459101490553132,3.091042453358316,0.3435897043900769,0.12328767123287672
Central Region,Outram,1.28359,103.84564,2.0,119,1.791759469228055,3.091042453358316,0.4574248470388754,0.32054794520547947
Central Region,Outram,1.28342,103.84553,2.0,110,1.6094379124341003,3.8066624897703196,0.7227059828014898,0.32054794520547947
Central Region,Geylang,1.32958,103.88464,1.0,94,1.3862943611198906,2.772588722239781,0.26236426446749106,0.9643835616438357
Central Region,Downtown Core,1.28026,103.85296,1.0,90,4.110873864173311,0.6931471805599453,0.019802627296179712,0.9972602739726028
West Region,Bukit Batok,1.35586,103.75322,1.0,35,0.6931471805599453,1.0986122886681096,0.1310282624064041,0.18082191780821918
Central Region,Toa Payoh,1.33683,103.87099,2.0,200,1.0986122886681096,0.0,0.0,0.0
Central Region,Bishan,1.3461,103.84932,1.0,150,0.6931471805599453,0.0,0.0,0.0
Central Region,Tanglin,1.29584,103.82675,2.0,169,1.0986122886681096,1.0986122886681096,0.039220713153281295,0.0
Central Region,Singapore River,1.28985,103.84782,1.0,110,1.0986122886681096,1.9459101490553132,0.11332868530700317,0.0
West Region,Bukit Panjang,1.36895,103.76637,1.0,69,1.0986122886681096,0.6931471805599453,0.019802627296179712,0.07123287671232877
Central Region,Rochor,1.30291,103.84871,1.0,69,0.6931471805599453,1.6094379124341003,0.07696104113612832,0.0
Central Region,Geylang,1.31532,103.8874,2.0,94,0.6931471805599453,3.9318256327243257,0.6780335427498971,0.1780821917808219
North Region,Yishun,1.42841,103.83065,1.0,56,1.0986122886681096,3.1354942159291497,0.36464311358790924,0.0
Central Region,Geylang,1.31644,103.88702,2.0,199,1.0986122886681096,4.0943445622221,0.76080582903376,0.13972602739726028
Central Region,Geylang,1.31314,103.88681,2.0,181,1.6094379124341003,3.8918202981106265,0.6626879730752367,0.16712328767123288
West Region,Jurong West,1.34007,103.6962,1.0,81,0.6931471805599453,0.0,0.0,0.0
Central Region,Geylang,1.3132,103.88757,2.0,82,1.791759469228055,4.110873864173311,0.7793248768009976,0.0
Central Region,Rochor,1.30288,103.84825,2.0,89,1.9459101490553132,1.3862943611198906,0.058268908123975775,0.0
Central Region,Bukit Timah,1.31174,103.79713,1.0,50,0.6931471805599453,0.6931471805599453,0.019802627296179712,0.0
Central Region,Novena,1.32786,103.84907,2.0,218,2.70805020110221,3.58351893845611,0.5187937934151676,0.8657534246575342
Central Region,River Valley,1.29628,103.84034,2.0,208,2.0794415416798357,3.1780538303479458,0.37156355643248307,0.9945205479452055
Central Region,Geylang,1.31271,103.88891,1.0,79,0.6931471805599453,0.0,0.0,0.0
Central Region,Downtown Core,1.29554,103.85428,1.0,197,0.6931471805599453,0.0,0.0,0.9945205479452055
Central Region,Queenstown,1.29497,103.80752,1.0,75,1.3862943611198906,0.0,0.0,0.0
Central Region,Bukit Merah,1.28315,103.83406,2.0,201,1.0986122886681096,1.3862943611198906,0.058268908123975775,0.7123287671232876
Central Region,Tanglin,1.30908,103.81955,1.0,150,1.3862943611198906,0.0,0.0,0.9945205479452055
West Region,Clementi,1.29361,103.76746,1.0,81,1.791759469228055,3.5553480614894135,0.5128236264286637,0.3150684931506849
Central Region,Bukit Merah,1.28374,103.83513,2.0,110,1.0986122886681096,3.367295829986474,0.4382549309311553,0.9123287671232877
Central Region,Bukit Timah,1.33081,103.80396,2.0,360,2.0794415416798357,0.0,0.0,0.0
East Region,Bedok,1.32089,103.91503,1.0,90,1.3862943611198906,1.0986122886681096,0.12221763272424921,0.8246575342465754
Central Region,Bukit Merah,1.28357,103.82995,2.0,115,0.6931471805599453,2.4849066497880004,0.8109302162163288,0.9561643835616438
Central Region,River Valley,1.29289,103.84007,1.0,65,1.0986122886681096,1.0986122886681096,0.039220713153281295,0.0
North Region,Sembawang,1.43972,103.8226,1.0,53,1.791759469228055,2.1972245773362196,0.16551443847757338,0.9917808219178083
